,content,score,at
7485,Untuk ada kami saya belum pernah daftar dgn no trakhir 7373 kenapa saya sudah terdaftar no trakhir saya hanya 6112 tolong jangan salah gunakan data saya apa bila ada yg mendaftar bukan saya.,1,2022-06-25 03:59:18
5799,"saya instal aplikasi ini cuma mau komen, Bosen banget iklan dimana mana tiap buka aplikasi iklan ADA KAMI. Pusing saya liatt nyaaaa.mana iklan nya gak berbobot lagi dan ga tertarik sama sekaliiiiii",1,2022-06-25 06:19:51
9606,"Jadi member lumayan lama, tanpa ada hujan petir...adalasan di tolak dari system.... kenapa gk dari awal pas mau pengajuan pinjaman....sdh d uninstall app nya, tlg jgn kirim iklan by sms or email...trims udah prnh bekerja sama...",1,2022-06-26 02:33:24
7726,Capet daftar nya karena semua emaik saya buat tidak bisa selalu keluar kalimat email tidak benar. Mesti alien mungkin baru bisa buat email nya,1,2022-06-26 02:45:22
7542,"Parah min data udh lengkap !! Tp kenapa pas foto ktp kga bisa mulu , trus no ktp sudah di pake , dwonload aja baru, masa udh ada yg pake . Ngga jelas min , nih gmnh cara ganti no nya min , saya belum apa"" klo smpe ada tagihan apapun saya blum pernah pinjam di#adakami ya min,",1,2022-06-26 03:18:40
6082,Tolong hapus semua data2 pribadi saya yang bernama SAKDIANA Karena pengajuan pinjaman saya tidak lolos dan apa bila terjadi penyalahgunaan dengan data2 pribadi saya. SAYA AKAN MELAPORKAN KEPIHAK YANG BERWAJIB. saya uninstall apk ini.,1,2022-06-26 03:38:27
6602,"saya sudah lama meminjam, dan selalu tepat waktu, tp peningkatan limit gitu2 aja, maaf setelah pelunasan terkhir ini saya, akan hapus apk adakami, namun terimaksih setidaknya pernah bisa bantu pinjaman awal",1,2022-06-26 15:26:12
6761,"Iklan sama kenyataannya sangat jauh, terlalu besar beban yg di tanggung peminjam, dan kalau gak salah ini pinjol gak bayar ppn, gak usah balikin juga gak apa2 gak resmi, penipuan tidak sesuai dengan iklan, bunganya terlalu tinggi",1,2022-06-26 20:07:18
3894,"Aplikasi yang sangat jellek sekali, nginya ribet hasilnya mengecewakan, sampai teman aku jugak butuh pinjaman aplikasi ini tidak bisa membantu banget bisanya cuma muncul di hp terus iklannya bohongan tidak bisa dipercaya , aplikasi yang menggunakan metode pemaksaan, aplikasi sangat tidak bergun banget, buang waktu saja",1,2022-06-26 20:26:41
6267,"Mau jujur saya kesel banget ama operator yang suka nelpon suruh bayar tagihan , padahal jatuh tempo 4 hari lagi udah fi telpon tiap hari , sedangkan saya ga pernah bayar . Terkecuali pas jatuh tempo nya baru telpon . Sangat tidak sopan . Di tambah operator nya ngomong suruh piinjem ke temen atau kerabat untuk membayar . Sangat buruk sekali aplikasi ini",1,2022-06-27 02:08:19
7997,"Untuk peminjaman okay lumayan cepat di acc, tapi tolong lah kemudahan pembayaran lebih di permudah, masa iya saya memakai bank BCA tetapi harus transfer antar bank untuk setiap pembayaran saya harus di kenakan biaya antar bank.",4,2022-06-27 08:49:28
5777,"Tolong kepada pihak costumer servis ,tolong jangan mengada ngada lewat pesan email, bahwa saya sudah menerima pinjaman,apalagi sampek ada dana double..saya sangat sangat kecewa... Dengan pesan via email... Tolong hapus data data saya ... Lagian saya gak ada niat untuk pinjol, saya upload aplikasi ini karena ingin memberikan komentar,tolong sekali lagi jangan mengada ngada bahwa saya sudah menerima dana double... Kalo memang saya menerima dana dari ada kami..bukti transferan nya mana ?",1,2022-06-27 14:36:54
5549,Aplikasi ini sangat tidak bisa dipercaya sama sekali. Sudah bayar pun masih tetap dihitung belum bayar. Sekali tanya csnya ga ada diangkat. Kalau ndak dibayar pasti ditelpon berkali kali. Coba wa ada kami tanggapannya pun cuek bet. Cuman dibaca. Memang gabisa dipercaya ni aplikasi. Mending pinjol lain aja dah,1,2022-06-27 17:45:17
9239,Ga pernah telat dan di bayar terus sudah beberapa kali sampai sekarang belum di acc donk . Cuma sekali doank di acc dan suruh mengulang terus sampai kiamat pun akan terus begitu du tolak terus,1,2022-06-28 02:50:15
8908,aneh... punya limit tapi ga bisa di pake... pake acara suruh perbarui data...slip gaji udah di perbarui aja masih tetep ga bisa di pake...,1,2022-06-29 01:19:49
6898,"Saya sudah isi data semua,tapi pengajuan ditolak,gak bner ini aplikasi,ini hanya ingin ambil data saja,tlg hapus data saya,saya hps aplikasi nya, aplikasi payaah,gk sesuai iklan",1,2022-06-29 02:21:56
9391,Mohon untuk hapus data kami .atas nama moh felani Detik ni juga ya bos. Karna sya melakukan pengajuan 3x tnpa di setujui jd saya akan uninstala aplikasi nya . Saya sudah scrin semua pengajuan kami yg di tolak..terimakasih.,1,2022-06-29 17:27:46
1695,Aplikasi jelek.. Saya sudah bayar.. Gak pernah terlambat.. Sebelum jato tempo sudah saya bayar..!!! Ini coba liat LIMIT NY.. Gak bisa dibuka.. Di blokir sama aplikasi ini..!!! Limit di naik kan.. Tapi gak bisa pinjam lagi..!!! Pelayanan Sangat JELEK dan mengecewakan..!!! Yang penting saya sudah lunas.. Gak ada cacat sama apliaksi adakami..!!! Saya akan HAPUS aplikasi ini..!!!! Gak berguna!!! Bosok..!!!! Bisa ngajukan pinjaman lagi bulan 9.. Skrng masih bulan 6.. Aplikasi ny LOL...!!!!,1,2022-06-30 03:32:26
8474,"Awal2 niat pinjem disini karna lagi butuh bgt uang tapi masa iya baru verifikasi udah ditelfon bekali kali pake nomer beda2 lagi, ganggu bgt dan jg informasi data pribadi katanya aman, baru download kemarin hari ini kyk kena teror kena telfon mulu, auto logout untung belum aku jadi tarik pinjemannya",1,2022-06-30 04:14:25
7535,admin adakami . tolong data data saya hapus semua ... maaf tdk lolos maaf tidk lolos . sedangkan semua data di ambil .... dan saya sudah uninstal apk nya . tolong jgn salah gunakan data pribady orang lain . terima kasih,1,2022-06-30 05:23:26
4980,"Saya Alhentho Tadius, sekedar penasaran untuk install aplikasi ini, karena iklan yang tiap saat muncul. Saya akan menghapus aplikasi ini tanpa pernah meminjam sepeserpun.. Jika suata saat nanti data saya tersebar dan disalahgunakan, itu karena bocoran dari Aplikasi AdaKami ini... Terimakasih..",3,2022-06-30 10:41:36
7963,"Sengaja download, bisa gak sih ada kami kondisikan iklannya. Ganggu banget jirr, lagi baca wattpad malah ada iklan ini ngeselin lagi model iklannya. Najis",1,2022-06-30 11:52:14
4988,"Ini aplikasi dari dulu sampai sekarang muncul terus di semua sosial media yang saya gunakan , ingin coba bermanfaat atau PHP, kebetulan lagi butuh,bintang 3 dulu setelah coba baru revisi . Dan setelah di coba wao limit credit 2juta tapi 500 ribu aja yang saya butuh , dan SMS dari ""2DRHF342VDY7CFR"" pinjaman anda ditolak karena melebihi batas nilai kredit , wao membangokan ternyata nilai kredit 2juta itu cmn Prank,. Ah tipu aja lu, iklan dimana. Pas di butuhkan tidak bisa. Turun bintang 1 aja.",1,2022-06-30 13:40:55
6814,"Iklannya muncul terus ,tapi pas mau nyobain limit anda di tolak tunggu satu bulan ,bulan berikutnya jg sama ini sih gak niat buat ngasih pinjaman,jadi uninstal aja sekalian",1,2022-06-30 17:55:21
6453,Iya instal dulu lancar saya meminjam bayar tepat waktu stelah saya meminjam ke ke 4 kali tiba2 tidak bisa setiap byr tepat waktu padahal. Setiap meminjam sebulan kmudian setiap kali terpaksa saya hapus aplikasi nya setiap saya buka data masih ada...jgn sampai digunakan pinjam2 an lain data2 saya. Saya blm kasi bintang,1,2022-07-01 00:27:31
6443,"Terimakasih sudah Sangat membantu dalam keadaan terjepit. 🙏 Tidak pernah telat Bayar. tapi tolonglah bunga pinjaman jangan Terlalu tinggi. Kasihan Kami rakyat kecil Ini , 😭😭😭 . Benar "" tercekik .",1,2022-07-01 09:31:28
8101,Kenapa baru daftar sudah langsung ada yng mengaku admin adakami nlpon sayah dan meresahkan dwngan modus akan meningkatkan limimit yg kita butuhkan tpi kita harus ajukan dulu limit yg ada setelah itu kirim kmbali limit yg sudah cair ke rekening atas nma adakami. Ko bisa ya data kita langsung trhubung ke penipu. Saya korban nya uang saya di kirim ke rekening nya angsuran masih berjalan harus saya bayar uang nya udah di rmpas,2,2022-07-01 10:03:48
5961,"Terimakasih adakami sdh membantu.. Saat ini sy akan uninstall aplikasi ini krna sdh tdk membutuhkan lagi dan sdh LUNAS tolong jaga data sy, jika di lain waktu ada penyalahgunaan data sy di adakami sy akan laporkan ke pihak berwajib terimakasih..",4,2022-07-01 16:35:30
8398,"Saya AFIFAH DZURIATUN KHASANAH menguninstal aplikasi ini tgl 2 Juli 2022 dan tidak akan memakai aps ini lagi. Mohon data"" yg telah masuk dihapus. Jika terjadi kebocoran data dan penagihan dari aps ini saya akan menindak lanjuti ke pihak berwajib. Terimakasih",1,2022-07-02 00:22:25
7084,"ADAKAMI , Dimana2 iklannya adakami mullu dan di iklannya adakami daftar ga ribet cuma butuh ktp sama nomer hp pas sy instal eh ribed nya minta ampun...banyak promosi tpi pelanggan ga puas wkwk",1,2022-07-02 04:43:56
6857,"Penagihan terlalu sering dan mengganggu sekali, 1 minggu sebelum penagihan udah ditelpon, sisa 3 hari sebelum jatuh tempo, penagihan luar biasa tiap 10 menit ditelepon, maksudnya gimana yah? Saya STOP berlangganan ada kami, karena terlalu menjengkelkan ditelepon jauh sebelum jatuh tempo tiap 10 menit sekali dengan nomor yang berbeda2 Bukti semuanya lengkap, kl ada bintang minus 5, saya kasih bintang minus 5",1,2022-07-02 05:24:42
3682,"Saya instal aplikasi ini karena meresahkan banget, iklannya dimana2.. Lama sekali ndk bisa di cut. Muak aja lama2. Enak main hlgame muncul aja iklannya. Melebih2kan lagi, tolong dong, jngn mengajak orang buat berhutang, bukan bantu malah nyusain.",1,2022-07-02 05:46:02
8103,"Saya merasa terganggu dengan adakami yang tiba2 telpon dengan alasan untuk melakukan pembayaran tagihan, saya sendiripun tidak pernah mengajukan pinjaman di aplikasi ini tolong tidak usah tlpn2 saya lagi",1,2022-07-02 05:48:42
9674,"Jangan download aplikasi ini. Sangat mengecewakan Begitu lunas, malah tidak bisa pinjam lagi.. belajar memilih nasabah yg tidak pernah telat bayar. Hapus data saya.. saya juga sudah uninstal apk nya.",1,2022-07-02 06:25:58
9638,"Terima kasih utk aplikasi adakami sangat membatu sekali dan mudah utk di akses,, utk selanjutnya tolong data sya jngn di salah gunakan,, terus maju utk membantu semua orang,,",4,2022-07-02 10:49:42
5780,"Kenapa setelah pinjam dan sudah lunas, limit malah jauh lebih rendah dari pinjaman awal. Seharusnya jika sudah lunas dan pembayaran lancar,limit otomatis naik dong, ini malah berkurang jauhhhhhh sekali. Tolong di perbaharui",2,2022-07-02 10:59:32
9172,"Saya sudah bayar sebelum jatuh tempo, limit tidak naik, terus tak bisa ajukan pinjaman lagi, bagi kawan-kawan semua jangan download aplikasi ini, buat kecewa aja. Jadi saya kasih bintang 1 aja.",1,2022-07-02 12:51:32
6213,kalau bisa sistem payment pembayarannya bisa di cicil sehari dong sebelum jatuh tempo perbulan....misal orang ada uangnya saat itu 50ribu sebelum jatuh tempo sebulan.. seperti app sebelah....pasti bnyk peminatnya...,5,2022-07-03 03:41:21
6479,"Udah minjem 4x bayar ga pernah telat,sekalinya telat sehari karena lupa,langsung ga bisa pinjem lagi, bisa pinjem nya lagi 12 Februari,gila kali lu yaa 😀 Percuma minjem2 terus tapi akhirnya di singkirkan gitu aja ☺️",1,2022-07-03 03:45:34
8143,"Setelah data sudah masuk dan dapat limit, tp pengajuan saya ditolak dengan tidak ada alasan, per tgl 03-07-2022 saya uninstal aplikasi ini dan mohon dg hormat hapus data² saya dan jngn disalahgunakan",3,2022-07-03 03:53:35
4773,"Aplikasi Tidak rekomended, Aplikasi gak bonafid, kalau gak punya uang gak usah buka jasa pinjaman dong, enak aja main blokir akun setelah dapat untung banyak, kamu gak tahu kan kalau orang lagi kepayahan cari pinjaman, tanpa sebab dan alasan yang kuat nasabah di tolak mengajukan pinjaman padahal tidak pernah menunggak pembayaran dan selalu tepat bayar tagihan berapa pun tagihan nya",1,2022-07-03 07:54:22
9869,"Saya ksh bintang 1 karna tidak seperti biasanya pengajuan pinjaman di tolak,,padahal pembayaran bagus di,,make aplikasi adakami udah lama,,kenapa skrng jadi mengecewakan , aplikasi disuruh tunggu 2 hari,,smpe hari ini sy ajuin lg malah kaga bisa2,,malah disuruh tgl 24 ngajuin lagi,,kecewaa tidak seperti sebelom2nya ada apa dengan ada kami",1,2022-07-03 09:29:20
8785,"Yang katanya kebijakan an dan di awasi oleh OJK!!!!!! tapi pas saya sudah bayar kenapa banyak yg nelfon tagihan saya sudah melebih i jatuh tempo dari aplikasi ada kami, ini aplikasi menjebak!!! Semoga aja nggk ada lagi orang instal aplikasi ini",1,2022-07-03 10:49:13
3812,"aku merasa terganggu disaat ditengah pentas ada telpon nomer baru seperti hal penting setelah ku angkat ternyata assisten adakami ada penawaran program bla..bla..bla.. padahal tidak punya pinjaman, tidak punya angsuran, sebelum telpon SMS dulu jangan se enaknya begitu, uninstall saja bikin nyesal dan terganggu.",1,2022-07-03 11:39:21
6297,cuma mau kasih tau.. kalo saya itu bosan.. tiap ad iklan gk dmna2 kok cuma adakami terus.. yg lain kenapa.. sekali² jha kek.. mentang2 bayar iklan smpe banyak jdi iklan na bertebaran dimana².. terlalu bosanin bagi saya.. jgan hadir di android saya lagi bisa gk.. setelah saya bicara begini masih iklan ini juga.. benar2 gk bisa di tolerir kyk na iklan ni.. kaya bged yea sampe iklan pon seharj sampe ribuan kali sehari di android ku.,1,2022-07-03 14:16:09
5994,"Aplikasi gak jelas JT masih tgl 22 saya masih tgl 3 sudah melunasi mw ajukan lagi gak bisa di suruh nunggu 1 jam minta tolong ke cs di alihkan di WA pas dm di ig katanya gak ada cs melalui WA maksudnya gimana sich??? Data saya sudah masuk ya saya udah uninstall apk ini klo ada pinjam atas nama saya jelas"" Itu bukan saya ya Terima kasih.",1,2022-07-04 02:33:37
8438,"tunjukkan itikad baik kalian utk mengembalikan kredit skor saya + acc kembali pinjol saya, bekerjalah dg hati serta profesionalitas yg bagus krn sayapun jg tidak pernah lambat byr, bahkan sy bayar sblm jatuh tempo.. tapi knp kredit saya skrg malah masih ditolak..? tlg bantu segera, terimakasih.",3,2022-07-04 02:56:55
8611,Saya baru masukkan nomor tapi data saya sudah diisi dan saya tidak gunakan saya mohon data saya DIHAPUS! dan TIDAK DISALAHGUNAKAN saya telfon CS nya tidak bisa luar biasa Terimakasih!!,1,2022-07-04 04:05:55
9791,Aplikasi ga mutu. Belum ada 2 detik ngeklik pengajuan. Langsung ditolak. Dasar ngumpulin data2 doank. Per hari ini 4 Juli 2022 saya uninstall. Hapus SMW data2 saya. Jgn disalah gunakan,1,2022-07-04 08:22:18
4010,"Cukup bagus dan membantu Cuman agak kecewa dikit, karena ketika pinjaman udah saya lunasi, sebelum jatuh tempo dan lihat limit nya bertambah Pas saya ajuin kembali d tolak. Harap ajuin bulan berikutnya menunggu 2 bulan. Padahal pembayaran tidak telat",3,2022-07-04 11:42:05
5829,"Bayar ga pernah telat,,bahkan sebelum jatuh tempo,,sudah hampir satu tahun pakai apk ini eh tiba-tiba pas pengajuan di tolak terus kan percuma ada juga apk ini menuhin memory saja kalo ga ada gunanya,,,toling di tingkatkan kembali untuk apk nya",1,2022-07-04 15:59:47
9386,Aplikasi pinjaman uang kok pembayaran bagus. Tidak bs meminjam lagi. Alasan gak jelas . Coba terus dan terus. Dmn2 pinjaman klo udah bayar di kasih pinjaman lagi. Sangat mengecewakan. Hapus data2 saya,1,2022-07-05 00:12:05
9438,"dari ada kami kami sudah mencoba,sangat cepat nyaman dan gak ada teror"" wa ataupun telepon,semoga bisa selalu membantu kami,..prosesnya juga cepat bunganya rendah tenor panjang,terima ksih ada kami semoga selalu membantu kami🙏🙏🙏",5,2022-07-05 03:56:54
7409,"Mohon jaga kerahasiaan data data saya. Saya akan logout dari aplikasi Adakami. Karena saya tidak akan melalukan peminjaman lagi dana di Aplikasi Adakami sebab merasa adanya kecurangan dan pembohongan yang dilakukan pihak Adakami. Hal itu dikarenakan adanya iming2 bebas bunga 70% di aplikasi ada kami yg saya dapatkan serta kenaikan limit pinjaman. Namun saat saya ajukan meminjam, ternyata pengajuan pinjaman saya ditolak. Saya merasa pihak Adakami telah membohongi saya dengan iming 2 bebas bunga.",1,2022-07-05 05:37:24
7751,"Kenapa ya kalau mau pinjam uang di pinjaman online. Misalnya pinjam 1 juta itu yg masuk rekening tidak 1 juta tapi malah di bawah 1juta. Terus udah di potong dari pinjaman 1 juta tersebut ada biayanya lagi pada saat pengembalian. It's oke wajar pada saat pengembalian itu memang ada bunganya. Tapi yg jadi pertanyaan. Kenapa diawal meminjam itu, juga ada potongan? Ada yg bisa jelaskan? Maaf sebelumnya",1,2022-07-05 07:56:05
3883,"Kemarin saya iseng coba download trus daftar, berhasillah. Besoknya jam 7 pagi buta saya dapat panggilan Spam berkali2, saya angkat ternyata dari Adakami yg menginfokan kalau pinjaman saya diterima, mohon segera lakukan transaksi. Lah saya baru daftar doang belum mengajukan pinjaman. Yg lebih menyebalkan lagi panggilan spam itu sampai sore, meski ga saya angkat, amat sangat mengganggu. Ga panggilan doang tapi juga di sms!. Bikin ga nyaman bgt. Ga minjen aja segitunya ditelfonin.",2,2022-07-05 08:29:12
7011,"Ini aplikasi kok nipu gitu yaa??? Saya belum ada tanda tangan elektroniknya tapi kok dana sudah di cairkan saja... Mana saya tidak tertarik karena biaya bunga terlalu besar... Trus jawab koment org katanha hubungi email ini, gimiran di cari tapi alamat email nya gak bener",1,2022-07-05 14:23:27
9762,Aplikasi lumayan menjebak. Karna walaupun kita tidak tanda tangan kontrak. Pinjaman tetap dikirim. Padahal saya sudah uninstall aplikasi karna tidak mau tanda tangan dan tidak jadi mengajukan. Tapi tetap dikirim. Alhasil saya harus nyicil. Disini bunganya 50% jadi hati hati untuk yg mau minjem.,1,2022-07-05 22:43:52
7056,Baru sy mau ajukan pencaran tapi cicilan dan bunga nya bengkak terlalu menguras kantong bunga nya kaga sesuai tlong data pribadi saya di hapus brooo saya g mau ribet dan aplikasi ini belum mengajukan pinjaman aja liat pitur pitur nya saya udah kaga nyaman mengrikan tolong data pribadi saya di unistal di hapus trimakasi,1,2022-07-06 00:43:25
